Sender Name;Recipient Name;Amount
Nicholas Wilkins;Matthew Chavez;20128.2
Marie Dorman;Marion Gary;49.36
Margaret Stringham;Carol Snyder;185.87
Carline Fegley;John Larsen;11612.02
Brent Sandoval;Jack Diaz;55064.7
Virginia Wade;Nell Edes;19162.86
Roger Jefferson;Lorenzo Cleckler;156.95
Stephen Poor;Ralph Demello;38555.82
Inez Tilley;Christopher Snyder;1490.92
Pamela Rhodes;Randy Pitchford;646.64
Carolyn Hough;Nathan Hodak;2491.57
Valencia Davis;Hugh Goodson;85846.49
Jeremiah Swenson;Thomas Elam;1795.17
Nicolasa George;Ida Thompson;1946.54
James Carmack;Ruben Norment;55942.43
Roger Campbell;Carolina Warren;1783.13
Stacey Brannan;Jane Liscomb;4462.27
Teri Akers;Hazel Green;136.31
Rosario Chavez;Roger Campbell;27.92
Paul Stout;Lawrence Devane;15564.46
Barbara Osborne;Valencia Davis;10971.26
Michael Hart;Andrew Weber;542.45
Robert Hawkins;Michael Berkowitz;5279.65
Michelle Galimi;Mia Reese;1163.47
Arthur Lawson;Larry Mincy;68.43
Alfredo Morris;David Bathke;2387.64
Jacqueline Campbell;Jack Bullock;17.64
Eric Mikolajczyk;Josephine Brown;14997.41
Jill Campbell;John Little;4085.16
Jean Jones;Carline Fegley;273.11
Donald Randall;David Sanderfer;1135.05
Mary Bones;Janet Young;235.24
Cassandra Matthews;Rick Lowery;14002.31
Michael Williams;Jeff Lowe;2783.32
Maurice Gerald;Wanda Perdomo;8781.73
Al Townsend;Earl Alexander;1681.49
Roger Delgado;Robert Haynes;7674.9
James Cain;Jesse Steinmetz;3418.17
Mark Williams;Esperanza Rehberg;1625.7
Cecelia Leonelli;Nathan Hodak;6507.06
Marie Bowman;Tommie Card;14559.9
David Herring;Christopher Marshall;5369.18
Dawn Holley;Mark Fitch;2204.46
Rosemary Richardson;Austin Littman;2055.58
Robert Parihar;Armando Hayes;2317.8
Gloria Hargreaves;James Rempel;18614.33
Judith Lamar;Valencia Davis;2330.83
Dawn Vosburg;Elizabeth Macias;8744.82
Nora Boyd;Larry Harvey;3289.7
Paul Weinberg;Lona Poland;6202.66
Tesha Mcintyre;Joseph Draper;8257.89
Shane Bradley;Cynthia Shafer;92.1
Brian Guess;Cherise Orem;10012.83
Bradley Henke;Donna Glover;1961.8
Mark Williams;Brianne Villalobos;2498.99
Otto Mcnally;Christine Mccombs;17.36
Thomas Davis;Janie Leiber;1088.79
Mike Ramirez;Leonard Boger;11971.95
Paul Hadley;Johanna Tucker;360464.66
Yvonne Waters;Lorraine White;5288.21
Chelsey Bennett;Delsie Meyer;13237.17
David Polowy;Frederick Presley;2514.83
Craig Smith;Timothy Betancourt;4689.98
Tomas Ramirez;Ruth Ortiz;563.78
Andrea Oglesby;Frances Walling;196.46
Alfonso Mckinney;Christopher Marshall;3452.57
Dorothy Norman;Patricia Mathey;2422.4
Marco Pettit;Michael Berkowitz;884.49
Paul Weinberg;Robert Estes;0.0
Susan York;Patricia Figueroa;2562.71
Todd Sale;Dawn Moore;1546.03
Patricia Bryon;Robert Trager;740.35
Michael Freeman;Gerald Skeels;871.8
Elsie Welborn;William Taylor;427.91
Jennifer Perry;Melissa Rios;59842.84
Rosie Robertson;Nancy Harris;9448.05
Joshua Coleman;Afton Yoshina;3182.27
Pauline Thomen;Rosie Robertson;87.47
Martin Hermosillo;Peggy Baran;34532.78
Cheryl Hentz;Mary Cummings;765.07
Alma Powell;Jill Schwart;1043.22
Luke Swanson;Joan Navarro;4524.19
Austin Littman;Michael Jones;9918.07
Eunice Bublitz;Michael Freeman;570.83
Corrine Semien;Ward Tartaglione;1984.01
Dorothy Duvall;Rose Soto;125149.43
Marie Nelson;Nancy Manrique;1013.96
Richard Hernandez;Ronald Metzner;487.63
Rebecca Eaton;Tommie Card;1592.66
Sarah Caldwell;Jeremy Dennison;17096.06
David Lind;Jake Mccarthy;0.0
Lillian Carpenter;Gary Collins;3046.08
Richard Smith;Cheryl Williams;22354.49
Marc Curtis;Wilma Brewer;500.29
Anthony James;Felicia Curran;6498.54
Willis Willbanks;James Cerda;548.21
Ellis Snyder;Daniel Arbogast;2833.9
Jeffrey Collins;George Hart;8054.63
Ashley Garcia;Timothy Martinez;3158.61
Alisha Boersma;Ruth Donnelly;4419.42
Bessie Velez;Robert Tracey;305.67
Boyd Quick;Juanita Walker;1599.31
Judy Moore;Cynthia Shafer;14964.65
James Fennel;Anthony Jewell;6936.93
Nancy Trundle;Rosario Chavez;1224.76
Crystal Nelson;Scott Henson;185266.39
Flora Morin;Christopher Snyder;152.86
Frank Hall;Dorthy Currie;903.11
Charlotte Johnson;Jesse Carney;2192.26
Nellie Eads;Mandy Brown;2127.47
Brian Guess;Jose Gaines;2512.08
Denise Rance;Judy Cardwell;9280.54
Rose Soto;Ryan Bridges;5290.89
Frances Norman;Kenneth James;1101.28
Vicki Ramos;Maurice Gerald;135004.3
Allan Briggs;Kevin Martinez;5833.8
Lynda Isaac;Vanessa Snow;65563.76
Michelle Jennings;Robert Coatney;13665.08
Joanna Maher;Russel Tran;478.21
Karen Fennern;Delores Kerstetter;6404.38
Carolyn Edwards;Nicholas Johnson;22367.06
Christopher Hilliard;Brian Villarreal;4616.05
Antoinette Stanely;John Moore;7789.09
Ginger Rashid;Ted Payne;9514.79
Lisa Peppers;Rosie Robertson;41.98
Ricky Sullivan;Rex Badman;4829.99
Fredrick Dye;Lillian Carpenter;1757.4
William Rowell;Thomas Adams;13114.87
Clara Braun;Michele Irwin;3495.14
Alfredo Morris;Winston Pacheco;7168.98
Wilbert Knuckles;Maria Parker;50529.37
Sandra Jackson;Kimberly Ramirez;10197.79
William Causey;Marie Bowman;1331.49
Milagros Tiblier;Bryan Lovett;420450.57
Isaura Neal;Willis Bakken;379.43
Samuel Triplett;James Cain;8725.61
Kenneth Barbee;Jimmie Roberson;502.77
Janice Smith;Robert Day;971.78
Peggy Leatherman;Sandra Forrest;3.22
Jennifer Woolery;John Lira;3237.67
Charles Holmes;Gregory Wofford;4392.66
Lisa Johnson;Albert Steiner;83.57
Jody Pitts;Roger Delgado;1553.21
Dorothy Fernandez;Gene Peel;4008.51
William Simar;Walter Hooper;1120.71
William Geisler;Irene Regalado;444.96
Louise Wood;Thomas Snow;7098.03
Alfonso Mckinney;Robin Ledbetter;14320.02
Sergio Ayala;Donald Wells;135165.32
Vickie Townsend;John Lira;2309.61
Heidi Goguen;Ester Halfmann;3030.51
Erica Robbins;Daryl Silas;12184.29
Lauren Radin;Joseph Preston;16197.46
Martin Holsomback;Linda Harr;3372.46
Kirk Schuyler;Pricilla Surface;2301.31
Robert Hawkins;Vickie Townsend;4483.27
Johnny Terrell;Lois Backhaus;176.38
Helen Jensen;Mindi Neira;613.09
Michele Irwin;Leslie Stover;87.64
John Jackson;Linda Davis;1156.1
Martha Choe;Mary Williams;12690.05
Stephany Ramos;Michael Spann;997.76
Ramon Merlo;Harold Alfonso;2833.04
Richard Gilmore;Scott Williams;3739.68
Melina Hinson;Dawn Holley;14536.8
Aaron Miracle;Cyril Sojka;7395.35
Frank Hicks;Mary Hoyt;240.32
Jessie Lopez;Annie Sotelo;298.26
Derek Brickley;Frances Shepard;786.37
Jonathan Stuart;Rosie Penn;168931.57
Hector Tyler;Nellie Carrere;161.38
Bonnie Castaneda;Jennifer Dickenson;2407.67
Ronnie Gallego;Richard Vaughn;2859.82
Robert Hawkins;Shawn Mccartney;140.06
Felicia Chadwick;James Rempel;3937.73
Ricky Sullivan;Norma Ramirez;3707.16
Robin Haddad;Herman Jackson;70974.41
Desiree Folden;Scott Henson;12019.3
Shawn Rowland;William Geisler;2738.85
Cheryl Williams;John Larsen;23066.85
David Crawford;Carlotta Hayes;2650.43
Ginger Rashid;Patrice Paine;5784.08
Refugio Harris;Wayne Winter;0.0
Joseph Emery;Wilma Rogers;49660.4
Heidi Levins;Richard Smith;15356.81
Jaclyn Cowart;Michael Spann;120426.36
Lucia Gonzalez;Ruben Norment;5169.27
Nestor Hayes;Natalie Wheeler;5721.12
Arthur Peters;Donald Raines;740.41
Samuel Wiederwax;Jackie Bell;749.35
Mildred Gauss;Melvin Rodvold;2077.5
Beatrice Shae;Peter Yi;16360.32
Susan Guerrero;Michele Irwin;7736.52
Jennifer Blackwell;Todd Jolley;33083.47
Travis Canales;Mary Bones;3551.09
Barbara Myers;Nicolasa George;20017.8
Katherine Carnes;Rebecca Tasker;1064.86
Janet Pangallo;Andrea Moore;1206.94
Jamie Rayford;George Heon;2073.83
Robin Starr;Michael Mullis;10327.04
Brian Harris;Stephen Scianna;96.26
Melissa Mansi;Joanna Maher;197477.54
Jason Walker;Richard Hookano;2202.71
Jodi Hite;Clayton Coleman;12088.58
Rose Soto;Carolyn Fields;11492.35
Douglas Gaskin;Robert Tarter;9622.51
Marie Waugh;Fred Hinojosa;560889.14
Austin Littman;Henry Martinez;984713.69
Tony Thompson;Cory Paine;1892.8
Emmie Jenkins;Mary Graves;57908.26
Louise Wilkerson;Jeanie Green;2564.24
Dennis Schilk;Louis Spataro;295.84
Stephen Scianna;Melissa Rodriguez;1068.85
Paul Padilla;Fred Green;114.24
Lakeshia Jacobs;Janet Young;41.41
Marilyn Moore;Eduardo Green;4.14
Rodrigo Haith;Benjamin Felter;251.86
Steve Mccall;Cheryl Williams;2098.54
Marion Moores;Bruce Washington;8716.92
Minerva Friedman;Angela Stevenson;6357.01
Ethel Juliana;Carol Edwards;26383.29
Bernard Bradley;Christopher Marshall;2633.92
Steve Mccall;Louis Turner;23638.81
Michael Treadwell;Mildred Gilchrist;1073.45
Maryann Green;Susan York;785.13
Jean Blair;George Page;27.75
Margaret Estes;William Morabito;1384.85
James Maldonado;John Mcdermott;4814.77
Christopher Snyder;Barbara Walter;34954.87
Robert Barton;Vickie Lu;873.03
Kelly Murray;Joshua Snapp;10359.26
Carolyn Fields;Julio Jozwiak;65045.81
Tonya Irizarry;Dianne Campanile;87827.06
George Brodsky;Darren Chadwick;394.29
Damian Tripp;Bernard Steenbergen;0.0
Shizue Lowry;Arlene Holling;125486.81
Lois Greenwood;Jamie Rayford;0.0
Robert Cruz;Mia Reese;195.39
Ilana Benson;Alison Ray;1906.68
Felice White;Hilda Busk;1118.56
Jack Malone;Laura Hawley;5116.33
Henry Stoker;Rosemary Richardson;345.3
Dennis Slayton;Daniel Owen;755.35
David Lutz;John Little;5265.4
Arthur Lawson;Ruth Ortiz;1175.24
Mary Ortiz;Tony Thompson;9232.82
William Wilson;Christina Reis;325.63
Dennis Schilk;Raymond Mullins;6257.93
Joshua Snapp;Shirley Davis;6005.01
Loida Frix;Jeremy Alexander;469.61
Brenda Lewis;James Winkler;13992.24
Boyd Quick;Marcia Kail;7788.21
Barbara Dixon;Kenny Flood;8163.2
Peter Sanders;William Layton;144620.9
Winston Pacheco;Edward Hood;19816.43
Jeffrey Collins;Billie Monigold;8254.96
Daphne Wilson;Kimberly Crum;13451.16
Shane Ybarra;Juanita Walker;1625.24
Gary Collins;Gabriela Johnson;77841.92
Richard Lee;Jeannie Emery;22520.22
Robert Mcgraw;William Johnson;10831.52
Jacob Schieber;Anderson Henderson;159.94
Helen Jensen;Daniel Marks;431.41
Melissa Mendoza;David Crawford;16348.78
Diana Beaty;Laura Park;7579.81
Omar Brinkman;Michael Richey;782.86
Esperanza Rehberg;Lanelle Baiz;15190.67
Bessie Velez;Joe Delacruz;4763.23
Geoffrey Dubray;Jennifer Vrba;13639.66
Laura Maack;Travis Kannel;11960.43
Winifred Fisher;Robert Mercer;2545.54
Joseph Igtanloc;Marilyn Kelley;8957.86
John Gunn;Margaret Grantham;15625.08
Eva Roundtree;Michael Jones;1318287.66
Cora Johnson;William Sheets;1383.27
Todd Jolley;Thomas Zordan;20753.68
Cheryl Miller;Dwayne Spice;3635.92
Nadia Williams;Kristina Payne;8607.93
Robert James;Karen Mccrudden;42048.85
Judy Cardwell;Cassandra Matthews;4399.61
Susanne Ellis;Mattie Young;1506.85
Tina Timothy;Diane Austin;4862.91
Vincent Lau;Monica Gismondi;5622.43
Lisa Hodges;Walter Grace;14361.82
Keith Miller;Paul Martin;659.77
Robert Bach;Gerald Bertsch;25.06
Steven Bean;Billie Monigold;738.61
Erlinda Francis;David Rochford;128.06
Esther Siemens;Vernon Scofield;6191.09
Milagros Tiblier;Jesse Carney;3621.05
Richard Peacock;Barbara Rowan;2646.09
Christy Oliver;Lona Poland;15377.11
William Cummings;Joseph Beck;1180.81
Adeline Mcclure;Mary Bergesen;3521.88
Robert James;Julia Estrada;5664.04
Daniel Sias;Denise Bertran;273.41
Denise Mccoy;Steven Bean;10579.04
Stephanie Clements;Ronald Simpson;3817.93
Charles Quinter;Martha Sizer;42674.02
Jean Jones;David Jolley;1777.87
Mabel Gordon;Susan Snyder;33861.96
Frank Peckham;Joseph Mueller;2366.24
Kristi Maloney;Kenneth Barbee;17074.2
Marian Watford;Damian Tripp;12423.3
Dusty Jackson;Norma Ramirez;23205.91
Cecilia Nieto;Cameron Gleason;5034.84
Jason Davis;Martin Thomas;248.9
Debra Deshong;Brian Whitten;124898.41
Lydia Rodriguez;Ann Wilson;986.18
James Fennel;Bernice Stafford;4379.67
Ted Payne;Harold Honig;34655.01
Jackie Bell;Maria Parker;1956.29
Brandon Kaufman;Bernice Stafford;1061.01
Matthew Bailey;Michael Richey;231.52
Jean Pilling;Rolanda Schiller;1101.24
Richard Cline;Darren Chadwick;204814.14
Robin Peter;Christopher Spain;1177.18
Robyn Lillis;Logan Tillman;167.18
Bernice Stafford;Francisca Asquith;13296.48
Betty Edmond;Marcia Kail;944.38
Mary Fischer;Beverly Bianco;247.39
Lawrence Devane;Richard Goodwin;120954.3
Jamie Crespo;Paul Barrera;3972.44
Gustavo Ramos;Luke Swanson;3909.96
June Bapties;Calvin Mosby;46844.01
Sarah Bryson;George Willson;1599.65
Wilbert Knuckles;Sharon Beall;371.99
Henry Martinez;Corrine Semien;9825.57
Richard Gilmore;Elisa Sebek;2261.49
Naomi Reiss;Frances Norman;887.36
Lance Collier;Robin Starr;15966.05
Judith Rosenberg;Marilyn Branton;646.87
Justin Gill;Cynthia Downs;4417.77
Ronald Karge;Zachary Mau;9283.13
Jerry Holt;Jody Pitts;334.54
Brian Myers;Doris Arrington;283.35
Mark Williams;Mary Ortiz;6584.44
Francis Crocker;Sheri Rupe;10908.82
Crystal Saddler;Digna Dearing;234.36
Tommie Card;Gwendolyn Hurtado;10705.49
Paul Bessette;Barbara Myers;735.3
Jose Morrison;Fred May;20284.01
Scott Nickel;Anne Stribling;9003.71
Ted Metzger;Bette Rubio;29847.93
Sabrina Peabody;Gary Hogan;307.42
Jeffery Chavez;Shelia Sagers;2718.07
Gerald Skeels;Larry James;2399.16
James Smith;Alfonso Mckinney;1231.73
Alisha Blasengame;Lois Backhaus;368.68
Pauline Thomen;Rosario Chavez;711.46
Jo West;Pauline Cohen;286104.14
Ruth Allen;Karen Gaston;144248.75
Jose Gaines;Barbara Myers;1491.29
Cynthia Betts;Linda Saxon;677.0
John Corrieri;Richard Giles;18022.25
Lamar Brown;William Creel;626.55
Earl Alexander;June Bapties;1721.0
Judy Harris;Rose Soto;43504.25
Ashley Ray;Hilda Busk;9479.96
Kenneth Jacobson;Patricia Davis;14375.74
John Estrada;Ruth Pacheco;2035.4
Beverly Bigler;Thaddeus Mary;3437.86
Melba Teixeira;Bryan Lovett;4582.47
Lois Jernejcic;Amy Otero;1853.49
Thomas Day;David Hughes;842.36
Jack Diaz;Helen Easton;937.97
Michael Mullis;James Peralta;5291.42
John West;Tomas Ramirez;8019.84
Jennifer Dickenson;Jose Sanchez;10993.69
Ronald Rodriguez;Orlando Pargo;2737.43
William Mason;Elisa Sebek;458.08
Antoinette Stanely;Billie Aldridge;3046.97
Christine Mccombs;Norma Westbrook;2882.12
Jaclyn Cowart;Mark Fitch;3631.52
Nicholas Ardoin;Mary Hoover;2220.55
Kathy Orme;Pauline Ahearn;1090.67
Cynthia Soto;Melissa Rodriguez;28365.62
Thomas Hansen;Donald Wells;3127.71
Peggy Ramirez;Bettye Eisele;0.8
Troy Irvine;Steve Brasher;15950.63
Sarah Ling;Pete Stephens;29049.48
Steve Brasher;Angel Shook;653.21
Ruby Bias;Billie Monigold;1277.93
Corrine Semien;Mable Ford;4188.57
Nicholas Wehner;Dora Gray;17466.2
David Johnson;Annie Powell;20.39
Johnette Oliveras;Diane Owens;11994.38
Helen Clark;Anita James;4850.58
Oscar Caponera;Dora Gray;2251.39
Eric Yontz;Ray Dennis;4714.35
Linda Riker;Horace Anderson;6423.43
Rigoberto Cupp;Byron Mingle;404.58
Robin Prunty;Barbara Myers;1756.91
Laura Hawley;Richard Cormier;1779.63
Maria Parker;Cherise Orem;2394953.24
Tony Conte;Lois Jernejcic;5366.22
Lori Lucas;Billy Freehan;3253.12
Bessie Velez;Roberto Sherwood;9497.61
Frederick Smith;Glenn Gleen;22798.53
Cecilia Nieto;Jonathan Stuart;2634.98
Ronald Lynch;Thomas Snow;3654.31
Rebecca Eaton;Laurie Randall;1106.83
Jeremiah Swenson;William Sheets;337.09
Walter Grace;Verna Barton;2534.58
William Rowell;Steven Head;3115.41
Kirk Middendorf;James Walls;18966.22
Donald Wells;Donna Osmun;734.02
Milagros Tiblier;Louis Godeaux;12012.67
Damian Tripp;George Watkins;3225.38
Anne Stribling;Rona Honkanen;2158.48
David Crawford;Randolph Longoria;9968.27
Donald Raines;Tommie Haymes;3250.11
Annette Graham;Jerry Huggins;36653.45
Timothy Thibault;Michael Mintz;32.04
Diana Beaty;Micheal Elick;13219.21
Michael Freeman;Jonathan Baker;1719.77
Shelia Sagers;James Fennel;272.59
Stacy Enloe;Mindi Neira;27.54
Gabriela Johnson;Pamela Jackson;127388.36
Willie Loew;Lamar Brown;31996.52
Mark Fitch;Hector Nelson;4439.31
Brian Harris;David Sanderfer;1041.43
Steven Ingram;Meghan Calderon;0.0
Deanna Whittemore;Sharon Bartlett;6496.83
Sofia Mclaughlin;James Caceres;2632.6
Louis Hogue;Bobby Mastriano;6060.81
Eric Ledon;Kristen Mcafee;2022.77
Kevin Muir;Virginia Tyson;298.59
Bob Marquez;Jewell Heath;832.46
Todd Jolley;Thomas Garza;2532.27
Simone Ainley;Todd Jolley;15535.13
Jeanie Green;Paul Charleston;859.39
Marie Nelson;Mary Rivera;13661.65
Thomas Davis;Ashley Hodge;513.36
Thomas Sweigart;Maude Boyd;142644.24
Matthew Crosby;Stephanie Clements;609.44
Daniel Sias;Amber Walker;36424.49
Raymond Smith;Sandra Taber;17208.04
Emmanuel Luna;Richard Weilbacher;48.61
Daryl Silas;Derek Haecker;1277.86
Lara Taylor;Cindy Dempsey;2594.19
Cynthia Soto;Louise Wood;1231.18
Noemi Lando;Frances Walling;6856.08
Michael Treadwell;Corey Jackson;525.1
Ronald Strobeck;Alfonso Tuder;12009.99
Roger Campbell;Eric Thorsen;25271.06
Francisca Asquith;Jeffery Chavez;199.46
Carmelo Middleton;Theodore Harrelson;159.42
Herman Lozano;Bette Rubio;15597.18
Karen Souder;Everett Smith;24352.98
Dorthy Currie;Rose Soto;20987.79
Geneva Robinson;Donald Raines;10905.3
Julia Estrada;John Little;168546.01
Eric Porter;Esperanza Rehberg;2561.35
Richard Debose;Larry Chilton;3421.63
Freddie Gallegos;Pamela Lehrke;6998.95
Shane Knost;Amy Otero;93090.17
Vickie Lu;Christy Browning;1999.54
Allan Briggs;William Springer;1672.46
Gerald Toler;David Johnson;1291.57
Austin Littman;Kurt Erps;24.6
Cyril Sojka;Meghan Calderon;7865.63
Gary Hogan;Flora Morin;205.99
Donna Crosten;Maria Williams;4525.48
Phyllis Battle;Ron Chamberlain;60539.51
Christine Mccombs;Todd Thoren;3093.0
Robert Kline;Josh Mendez;3254.15
Marylouise Ruffo;Richard Brunton;652.46
David Stephens;Jennifer Monjaras;571.43
Robert Walker;John Arthur;1130.19
Ben Myers;Kathy Orme;1049.9
Cyril Sojka;Linda Scheller;24927.89
John Garcia;Crystal Nelson;46.61
Lillian Mccoy;Ruth Ortiz;1230.72
Abdul Fernandez;Nicolasa George;1054.81
Christopher Northrup;Amy Sullivan;669.91
Todd Pruitt;Lawrence Devane;421.68
Keith Miller;Veronica Peck;11457.28
Timmy Elfrink;Joan Collins;15392.31
Pearl Knighton;Dorothy Duvall;8236.11
Donald Randall;Viola Schell;8782.97
Norman Houck;Loren Ennis;1092.21
Steven Head;Brenda Lewis;49.13
Paul Werner;Charles Aguirre;11886.68
George Rogers;Nathan Freeman;1022.37
Terrance Gildea;David Allen;5636.12
Dorthy Currie;Perry Jones;117954.09
Rodrigo Potts;Annie Sotelo;0.0
Rosie Penn;Vanessa Jenkins;28667.78
Flora Morin;Elvira Beals;16217.26
Paul Charleston;Anthony Guzman;3925.68
Dwayne Nord;Mary Graves;31028.93
Ruth Moody;Richard Reed;30.24
Margaret Guerrero;Todd Pruitt;172187.92
Peter Yi;Glenna Carmen;4142.27
Alicia Sharp;Bernard Bradley;7078.19
Ada Brockington;Ralph Dietlin;17649.36
Cassandra Matthews;Frederick Smith;5066.28
Dawn Estes;Wayne Smith;4586.65
Jonathan Thiel;Christine Hill;35451.01
Derek Valentine;Donald Wells;5270.88
Kevin Duque;Denise Mccoy;3561.08
Ashley Garcia;Lacey Gregory;1761.33
George Toney;Steve Burrington;8765.13
Kevin Lee;Kirk Schuyler;245.65
Tesha Mcintyre;Nicole Henrich;9332.74
Chelsey Bennett;Melba Teixeira;34762.82
Lisa Peppers;Edith Randall;581.27
Jeremiah Swenson;Susan Rustin;876.74
Jonathan Stuart;Mildred Gilchrist;6671.3
Esmeralda Whitaker;Bonnie Castaneda;9323.59
Randell Fortune;James Kuan;2748.38
Sherry Blodgett;Anderson Henderson;294.2
Scott Wallace;John Gunn;1012.88
Lisa Slemmons;Billy Freehan;1252.18
Lawrence Devane;Lewis Moores;49581.56
Amy Ortiz;Vicki Ramos;2211.96
Henry Martinez;Carol Barrocas;3552.91
Omar Brinkman;Bryan Loeffler;34572.52
Karen Mccrudden;Douglas Gaskin;70.35
Clarice Hughes;Matthew Malone;41141.83
Emmie Jenkins;Fabian Zimmerman;4999.42
Samuel Hasson;Desiree Folden;2152.15
Alfred Henry;Marylouise Ruffo;733.91
Bambi Abramowitz;Tameka Bates;6124.48
Andrea Raef;Andrea Oglesby;42239.99
Timothy Lout;Robert Poyner;3736.8
Thomas Atkins;Glenna Carmen;0.0
Marcelino Paxton;Angela Lett;1209.6
Gloria Hargreaves;Ralph Demello;1764.39
Robert Bach;Ward Tartaglione;24398.28
Jackie Bell;Erica Robbins;1401.71
Wanda Gambrill;Jose Gaines;2930.07
Charles Hite;Pearl Raj;3956.46
Dee Spear;Mandy Smith;35841.9
Dianne Riley;Richard Brunton;7754.55
Austin Littman;Daniel Grayson;6197.99
Donald Martinez;Stephen Scianna;25098.57
Thomas Adams;Douglas Gaskin;16003.73
Mary Hendry;Valencia Davis;5587.82
Pamela Mclaughlin;Dorothy Henderson;63.66
Joshua Pitts;Zachary Mau;33802.44
Jeffrey Mcpherson;Susanne Ellis;490.86
Brock Parker;John Lopez;525.03
Dianne Riley;Louise Gorden;23978.4
Anthony Reed;Joseph Draper;615.4
George Willson;Teresa Wakley;1056.9
Albert Steiner;Maria Hennessy;10919.86
Valerie Northrup;Judi Diaz;5318.16
Cynthia Hatch;Joseph Yancey;15460.98
Veronica Peck;Rachael Peters;11429.23
Timothy Renfro;Eugene Christensen;5960.62
William Snell;Marilyn Moore;1071.04
Albert Steiner;Frances Boyd;2088.83
Robert Day;Kurt Erps;1353.73
Penelope Barton;Pauline Cohen;853552.85
Kristi Talbot;Michael Lynn;853.64
Margaret Stringham;Sandra Werner;0.0
Aurelia Russell;Bryan Lovett;88711.78
Margaret Estes;William Patterson;28119.67
Bruce Washington;Helen Clark;399.31
Shelia Sagers;Alfred Henry;919.85
Melvin Branham;Monica Willadsen;2448.7
Dawn Vosburg;Karen Gaston;1656.08
John Quincy;Jose Miller;54106.92
Richard Osborn;Deborah Lyons;5225.95
Kristi Talbot;Francesca Noel;1276.0
Dorothy Gray;Shantay Finnegan;8443.28
Brent Lopez;Cindy Dempsey;5321.66
Frances Boyd;Mary Freeman;379.98
Shelly Arrington;John Estrada;34069.57
Andre Rodriguez;Jack Edwards;374.41
John Corrieri;Dortha Marsh;6801.96
Ronald Benson;Jose Miller;1962.78
Antonio Lewis;Walter Shepherd;214.03
Ruth Pacheco;Jose Gaines;41938.94
Gerald Skeels;Diane Calvello;5747.87
Michael Richey;Corrine Semien;791.6
Michael Mclane;Tom Darragh;18036.53
Derek Warner;Jessica Peters;562.77
Richard Giles;Mary Loske;8429.57
David Herring;Steven Johnson;5454.31
Norman Wesley;Dewey Hayes;207.07
Jerry Demars;Douglas Knapp;12383.92
Joe Delacruz;Richard Waters;3779.65
Micheal Elick;Richard Hookano;211593.56
Lois Backhaus;Frederick Presley;137140.74
Rayford Sullins;Aurelia Russell;1192.93
Carl Wagner;William Taylor;15459.25
Mallory Kranz;Barbara Patton;28663.97
Penelope Barton;Tammy Merritt;4803.27
Margaret Estes;Katherine Smith;5415.99
Pauline Knoblock;Sharon Bartlett;9193.52
Thomas Cribbin;Julia Estrada;4720.99
Craig Smith;Brian Villarreal;13392.59
Joshua Snapp;David Bailey;10002.37
Denise Rance;Cecelia Leonelli;4357.38
Judith Rosenberg;Micheal Elick;2314.79
Willis Willbanks;Denise Mccoy;6928.71
Paul Barrera;Judi Diaz;972587.72
Jennifer Woolery;Peter Yi;5837.23
Ruth Allen;Richard Powell;4076.03
Larry Mincy;Sandra Werner;105633.14
Michael Berkowitz;Thomas Maestas;134.58
Roger Jefferson;Jonathan Baker;87.86
Karen Souder;Helen Watson;1395.38
Virginia Nikas;Donna Lawson;2066.85
Sofia Mclaughlin;Lucas Scott;28624.57
Linwood Hendricks;Romaine Kennedy;4253.57
Cora Johnson;Michael Dudley;8390.27
Justin Gill;Kristy Brannon;14482.54
Rigoberto Cupp;Kenneth Jacobson;43512.22
Lara Taylor;Mary Dean;5236.89
Cyril Sojka;Jody Pitts;6105.05
Ashley Garcia;Virginia Wade;37.91
Christina Castillo;Sidney Tartaglia;2102.09
Jessie Sigala;Jennifer Vrba;13091.93
Paul Charleston;Katherine Smith;23941.12
Michael Horner;James Obrien;2313.8
Arlene Ledet;Freda Fisher;22114.11
David Transue;Patrice Paine;16451.28
James Blow;Paul Martin;50024.35
Regina Whiting;Rodney Hinton;3806.31
William Sanchez;Carmen Mcclellan;45708250.73
Rayford Sullins;David Leonard;67727.81
Zachary Harrington;Chelsey Bennett;5405.96
Everett Dubray;Nicolasa George;15182.82
Blanca Nichols;Robert Tarter;186263.54
Nicholas Johnson;Steve Brasher;18256.48
Antonio Lewis;Kelsey Stevens;57.59
Barbara Smith;Debra Geary;3586.39
Doris Kim;Derek Haecker;3653.11
Tony Conte;Scott Friou;10407.05
Hector Tyler;Iva Edwards;765.45
Vincent Lau;Douglas Knapp;7320.5
Megan Allegrini;Stacy Marinese;218.16
Rona Honkanen;Marylouise Ruffo;51.87
Dianne Campanile;Sue Dearborn;4143.61
Mary Slaten;Angie Prater;7391.7
Byron Mingle;Betty Gross;0.0
Dennis Slayton;Monica Gismondi;6126.75
Julie Thompson;William Mason;617.04
Catherine Young;Billy Ruffo;217858.36
Olga Barber;Anne Garner;5461.44
Linda Smith;William Newton;7756.59
Edward Alley;Andrea Oglesby;1268.1
Phillip Farnsworth;Jenny Moore;811.09
Richard Hernandez;William Hodge;45013.35
Hazel Green;Paul Bessette;34554.29
Ralph Erickson;Oscar Mingione;1146.16
Nicolasa George;Bruce Washington;56084.42
Jacqueline Shockley;Cathryn Wright;144.05
Norma Ramirez;Brian Free;1112.27
